,Short RDate FY,Utility Type,Bname,Fiscal Year,bldg sqft,MTCO2,kg CO2 / sq ft
,FY 15,Electric,MICHIGAN STADIUM COMPLEX,2015,570265,135.3028942,0.237
,FY 15,Electric,MICHIGAN STADIUM COMPLEX,2015,570265,28.3480287,0.050
,FY 15,Electric,MICHIGAN STADIUM COMPLEX,2015,570265,103.9396672,0.182
,FY 15,Electric,MICHIGAN STADIUM COMPLEX,2015,570265,75.74574301,0.133
,FY 15,Electric,MICHIGAN STADIUM COMPLEX,2015,570265,91.65364454,0.161
,FY 15,Electric,MICHIGAN STADIUM COMPLEX,2015,570265,22.73887933,0.040
,FY 15,Electric,FIELD HOCKEY COMPLEX,2015,14683,14.56947072,0.992
,FY 15,Electric,CRISLER ARENA,2015,264041,2.6016912,0.010
,FY 15,Electric,CRISLER ARENA,2015,264041,127.6912332,0.484
,FY 15,Electric,INTERCOLLEGIATE SOCCER STADIUM,2015,17382,5.31901312,0.306
,FY 15,Electric,INDOOR TRACK BUILDING,2015,69183,27.27353092,0.394
,FY 15,Electric,WEIDENBACH JOHN P HALL,2015,23232,-5.520666291,-0.238
,FY 15,Electric,WEIDENBACH JOHN P HALL,2015,23232,-12.53750089,-0.540
,FY 15,Electric,WEIDENBACH JOHN P HALL,2015,23232,25.24477073,1.087
,FY 22,Electric,TISCH PRESTON ROBERT TENNIS BLDG,2022,89026,18.49712,0.208
,FY 22,Electric,HARTWIG MARIE DOROTHY ADMINISTRATION BUILDING,2022,14649,3.024901441,0.206
,FY 22,Electric,FIELD HOCKEY COMPLEX,2022,14683,9.96736,0.679
,FY 22,Electric,WEIDENBACH JOHN P HALL,2022,23229,8.851719361,0.381
,FY 22,Electric,RADRICK FARMS GOLF CLUBHOUSE,2022,10725,6.780081,0.632
,FY 22,Electric,RADRICK FARMS CARETAKERS HOUSE,2022,2874,1.481926,0.516
,FY 22,Electric,RADRICK FARMS CARETAKERS HOUSE,2022,2874,5.5108,1.917
,FY 22,Electric,SCHEMBECHLER GLENN E HALL,2022,90891,-0.766715627,-0.008
,FY 22,Electric,SCHEMBECHLER GLENN E HALL,2022,90891,27.13412821,0.299
,FY 22,Electric,SCHEMBECHLER GLENN E HALL,2022,90891,-1.533662789,-0.017
,FY 22,Electric,SCHEMBECHLER GLENN E HALL,2022,90891,54.27639929,0.597
,FY 22,Electric,GLICK AL FIELD HOUSE,2022,107253,46.05601233,0.429
,FY 22,Electric,FISHER RAY BASEBALL STADIUM,2022,30275,10.15650198,0.335
,FY 22,Electric,INTERCOLLEGIATE SOCCER STADIUM,2022,17382,5.17536,0.298
,FY 22,Electric,ALUMNI FIELD,2022,12209,2.300378416,0.188
,FY 22,Electric,KEEN CLIFFORD P ARENA,2022,37261,13.94368428,0.374
,FY 22,Electric,INDOOR TRACK BUILDING,2022,69183,5.275411016,0.076
,FY 22,Electric,MICHIGAN STADIUM COMPLEX,2022,570378,1.609694961,0.003
,FY 22,Electric,MICHIGAN STADIUM COMPLEX,2022,570378,6.881187711,0.012
,FY 22,Electric,MICHIGAN STADIUM COMPLEX,2022,570378,1.897865624,0.003
,FY 22,Electric,MICHIGAN STADIUM COMPLEX,2022,570378,3.293836979,0.006
,FY 22,Electric,MICHIGAN STADIUM COMPLEX,2022,570378,-1.609694961,-0.003
,FY 22,Electric,MICHIGAN STADIUM COMPLEX,2022,570378,-6.881187711,-0.012
,FY 22,Electric,MICHIGAN STADIUM COMPLEX,2022,570378,199.4244284,0.350
,FY 22,Electric,MICHIGAN STADIUM COMPLEX,2022,570378,-3.293836979,-0.006
,FY 22,Electric,MICHIGAN STADIUM COMPLEX,2022,570378,-1.897865624,-0.003
,FY 22,Electric,CRISLER ARENA,2022,265276,2.871376651,0.011
,FY 22,Electric,CRISLER ARENA,2022,265276,115.9162037,0.437
,FY 22,Electric,CRISLER ARENA,2022,265276,1.96472,0.007
,FY 22,Electric,ROSS STEPHEN M ACADEMIC CENTER,2022,45356,29.26659824,0.645
,FY 22,Electric,CANHAM DONALD B NATATORIUM,2022,77639,70.69870035,0.911
,FY 22,Electric,BAHNA WRESTLING  CENTER,2022,22072,16.58032,0.751
,FY 22,Electric,OOSTERBAAN BENNIE FIELD HOUSE,2022,89001,18.77739984,0.211
,FY 22,Electric,ATH CREW BOATHOUSE FACILITY,2022,7454,1.086586,0.146
,FY 22,Electric,SHEPHERD WOMENS GYMNASTIC,2022,22837,16.00528,0.701
,FY 12,Electric,KEEN CLIFFORD P ARENA,2012,38816,8.30289733,0.214
,FY 12,Electric,OOSTERBAAN BENNIE FIELD HOUSE,2012,78402,15.89586309,0.203
,FY 12,Electric,CRISLER ARENA,2012,201311,76.07659695,0.378
,FY 12,Electric,BAHNA WRESTLING  CENTER,2012,22072,24.24864768,1.099
,FY 12,Electric,MICHIGAN STADIUM COMPLEX,2012,153630,243.5750442,1.585
,FY 12,Electric,SCHEMBECHLER GLENN E HALL,2012,77187,16.73757777,0.217
,FY 12,Electric,SCHEMBECHLER GLENN E HALL,2012,77187,33.48017459,0.434
,FY 12,Electric,HARTWIG MARIE DOROTHY ADMINISTRATION BUILDING,2012,14550,6.794292749,0.467
,FY 12,Electric,WEIDENBACH JOHN P HALL,2012,23223,9.891162836,0.426
,FY 12,Electric,FISHER RAY BASEBALL STADIUM,2012,30167,17.76232271,0.589
,FY 12,Electric,RADRICK FARMS GOLF CLUBHOUSE,2012,10715,0,0.000
,FY 12,Electric,RADRICK FARMS GOLF CLUBHOUSE,2012,10715,5.507949568,0.514
,FY 12,Electric,GLICK AL FIELD HOUSE,2012,105709,43.52540909,0.412
,FY 12,Electric,INTERCOLLEGIATE SOCCER STADIUM,2012,17382,5.46783232,0.315
,FY 12,Electric,RADRICK FARMS CARETAKERS HOUSE,2012,2874,1.908540928,0.664
,FY 12,Electric,INDOOR TRACK BUILDING,2012,69183,16.98015974,0.245
,FY 12,Electric,SHEPHERD WOMENS GYMNASTIC,2012,22837,9.74700544,0.427
,FY 12,Electric,TISCH PRESTON ROBERT TENNIS BLDG,2012,88863,65.61398784,0.738
,FY 12,Electric,ROSS STEPHEN M ACADEMIC CENTER,2012,45356,26.11681391,0.576
,FY 12,Electric,CANHAM DONALD B NATATORIUM,2012,77639,72.60494904,0.935
,FY 17,Electric,ATH CREW BOATHOUSE FACILITY,2017,7454,2.978775,0.400
,FY 17,Electric,INTERCOLLEGIATE SOCCER STADIUM,2017,17382,7.344,0.423
,FY 17,Electric,SHEPHERD WOMENS GYMNASTIC,2017,22837,12.42,0.544
,FY 17,Electric,RADRICK FARMS GOLF CLUBHOUSE,2017,10725,0.010125,0.001
,FY 17,Electric,RADRICK FARMS GOLF CLUBHOUSE,2017,10725,4.974075,0.464
,FY 17,Electric,KEEN CLIFFORD P ARENA,2017,37261,12.55859621,0.337
,FY 17,Electric,RADRICK FARMS CARETAKERS HOUSE,2017,2874,1.0773,0.375
,FY 17,Electric,RADRICK FARMS CARETAKERS HOUSE,2017,2874,1.998,0.695
,FY 17,Electric,FISHER RAY BASEBALL STADIUM,2017,30167,25.46859084,0.844
,FY 17,Electric,HARTWIG MARIE DOROTHY ADMINISTRATION BUILDING,2017,14649,5.372966335,0.367
,FY 17,Electric,OOSTERBAAN BENNIE FIELD HOUSE,2017,78278,33.07153417,0.422
,FY 17,Electric,BAHNA WRESTLING  CENTER,2017,22072,28.836,1.306
,FY 17,Electric,SCHEMBECHLER GLENN E HALL,2017,85526,-11.0227402,-0.129
,FY 17,Electric,SCHEMBECHLER GLENN E HALL,2017,85526,27.92261661,0.326
,FY 17,Electric,SCHEMBECHLER GLENN E HALL,2017,85526,-3.857722132,-0.045
,FY 17,Electric,SCHEMBECHLER GLENN E HALL,2017,85526,-22.04879397,-0.258
,FY 17,Electric,SCHEMBECHLER GLENN E HALL,2017,85526,-7.716602231,-0.090
,FY 17,Electric,SCHEMBECHLER GLENN E HALL,2017,85526,55.85361511,0.653
,FY 17,Electric,INDOOR TRACK BUILDING,2017,69183,24.75421435,0.358
,FY 17,Electric,WEIDENBACH JOHN P HALL,2017,23229,24.87134715,1.071
,FY 17,Electric,WEIDENBACH JOHN P HALL,2017,23229,-12.55859621,-0.541
,FY 17,Electric,WEIDENBACH JOHN P HALL,2017,23229,-5.372966335,-0.231
,FY 17,Electric,CRISLER ARENA,2017,264041,2.7,0.010
,FY 17,Electric,CRISLER ARENA,2017,264041,86.64977108,0.328
,FY 17,Electric,CRISLER ARENA,2017,264041,40.65933485,0.154
,FY 17,Electric,ALUMNI FIELD,2017,12209,11.57432436,0.948
,FY 17,Electric,GLICK AL FIELD HOUSE,2017,105709,64.60252701,0.611
,FY 17,Electric,TISCH PRESTON ROBERT TENNIS BLDG,2017,89026,61.992,0.696
,FY 17,Electric,ROSS STEPHEN M ACADEMIC CENTER,2017,45356,16.95218979,0.374
,FY 17,Electric,CANHAM DONALD B NATATORIUM,2017,77639,61.36333734,0.790
,FY 17,Electric,CANHAM DONALD B NATATORIUM,2017,77639,-5.813884494,-0.075
,FY 17,Electric,MICHIGAN STADIUM COMPLEX,2017,570265,3.911255832,0.007
,FY 17,Electric,MICHIGAN STADIUM COMPLEX,2017,570265,1.235461589,0.002
,FY 17,Electric,MICHIGAN STADIUM COMPLEX,2017,570265,1.12411862,0.002
,FY 17,Electric,MICHIGAN STADIUM COMPLEX,2017,570265,2.600526395,0.005
,FY 17,Electric,MICHIGAN STADIUM COMPLEX,2017,570265,-2.600526395,-0.005
,FY 17,Electric,MICHIGAN STADIUM COMPLEX,2017,570265,-1.235461589,-0.002
,FY 17,Electric,MICHIGAN STADIUM COMPLEX,2017,570265,-1.12411862,-0.002
,FY 17,Electric,MICHIGAN STADIUM COMPLEX,2017,570265,41.40622349,0.073
,FY 17,Electric,MICHIGAN STADIUM COMPLEX,2017,570265,78.32621605,0.137
,FY 17,Electric,MICHIGAN STADIUM COMPLEX,2017,570265,-2.205926911,-0.004
,FY 17,Electric,MICHIGAN STADIUM COMPLEX,2017,570265,-3.911255832,-0.007
,FY 17,Electric,MICHIGAN STADIUM COMPLEX,2017,570265,313.1565554,0.549
,FY 17,Electric,MICHIGAN STADIUM COMPLEX,2017,570265,2.205926911,0.004
,FY 17,Electric,MICHIGAN STADIUM COMPLEX,2017,570265,23.787312,0.042
,FY 17,Electric,FIELD HOCKEY COMPLEX,2017,14683,9.18,0.625
,FY 19,Electric,ALUMNI FIELD,2019,12209,9.798192707,0.803
,FY 19,Electric,GLICK AL FIELD HOUSE,2019,107253,61.97638698,0.578
,FY 19,Electric,SCHEMBECHLER GLENN E HALL,2019,90891,-3.26573564,-0.036
,FY 19,Electric,SCHEMBECHLER GLENN E HALL,2019,90891,14.97951591,0.165
,FY 19,Electric,SCHEMBECHLER GLENN E HALL,2019,90891,29.96353196,0.330
,FY 19,Electric,SCHEMBECHLER GLENN E HALL,2019,90891,-6.532457067,-0.072
,FY 19,Electric,INDOOR TRACK BUILDING,2019,69183,14.54013781,0.210
,FY 19,Electric,WEIDENBACH JOHN P HALL,2019,23229,-13.765654,-0.593
,FY 19,Electric,WEIDENBACH JOHN P HALL,2019,23229,-4.76537412,-0.205
,FY 19,Electric,WEIDENBACH JOHN P HALL,2019,23229,26.58353786,1.144
,FY 19,Electric,BAHNA WRESTLING  CENTER,2019,22072,17.28256,0.783
,FY 19,Electric,TISCH PRESTON ROBERT TENNIS BLDG,2019,89026,60.65408,0.681
,FY 19,Electric,INTERCOLLEGIATE SOCCER STADIUM,2019,17382,14.53056,0.836
,FY 19,Electric,ROSS STEPHEN M ACADEMIC CENTER,2019,45356,20.20553992,0.445
,FY 19,Electric,CANHAM DONALD B NATATORIUM,2019,77639,-5.744530306,-0.074
,FY 19,Electric,CANHAM DONALD B NATATORIUM,2019,77639,78.22330675,1.008
,FY 19,Electric,HARTWIG MARIE DOROTHY ADMINISTRATION BUILDING,2019,14649,4.76537412,0.325
,FY 19,Electric,ATH CREW BOATHOUSE FACILITY,2019,7454,2.10528,0.282
,FY 19,Electric,SHEPHERD WOMENS GYMNASTIC,2019,22837,12.87936,0.564
,FY 19,Electric,RADRICK FARMS GOLF CLUBHOUSE,2019,10725,0.012384,0.001
,FY 19,Electric,RADRICK FARMS GOLF CLUBHOUSE,2019,10725,6.335104,0.591
,FY 19,Electric,RADRICK FARMS CARETAKERS HOUSE,2019,2874,2.86208,0.996
,FY 19,Electric,RADRICK FARMS CARETAKERS HOUSE,2019,2874,1.192304,0.415
,FY 19,Electric,MICHIGAN STADIUM COMPLEX,2019,570377,1.984393732,0.003
,FY 19,Electric,MICHIGAN STADIUM COMPLEX,2019,570377,6.317436137,0.011
,FY 19,Electric,MICHIGAN STADIUM COMPLEX,2019,570377,3.793732904,0.007
,FY 19,Electric,MICHIGAN STADIUM COMPLEX,2019,570377,-1.984393732,-0.003
,FY 19,Electric,MICHIGAN STADIUM COMPLEX,2019,570377,386.3458549,0.677
,FY 19,Electric,MICHIGAN STADIUM COMPLEX,2019,570377,2.036998511,0.004
,FY 19,Electric,MICHIGAN STADIUM COMPLEX,2019,570377,-6.317436137,-0.011
,FY 19,Electric,MICHIGAN STADIUM COMPLEX,2019,570377,-3.793732904,-0.007
,FY 19,Electric,MICHIGAN STADIUM COMPLEX,2019,570377,-2.036998511,-0.004
,FY 19,Electric,FISHER RAY BASEBALL STADIUM,2019,30275,30.06208414,0.993
,FY 19,Electric,KEEN CLIFFORD P ARENA,2019,37261,13.765654,0.369
,FY 19,Electric,OOSTERBAAN BENNIE FIELD HOUSE,2019,89001,26.79528315,0.301
,FY 19,Electric,FIELD HOCKEY COMPLEX,2019,14683,15.9616,1.087
,FY 19,Electric,CRISLER ARENA,2019,264016,77.78567035,0.295
,FY 19,Electric,CRISLER ARENA,2019,264016,39.85010954,0.151
,FY 19,Electric,CRISLER ARENA,2019,264016,2.36672,0.009
,FY 12,Electric,KEEN CLIFFORD P ARENA,2012,38816,18.27661035,0.471
,FY 12,Electric,OOSTERBAAN BENNIE FIELD HOUSE,2012,78402,14.85985831,0.190
,FY 12,Electric,CRISLER ARENA,2012,201311,34.76889851,0.173
,FY 12,Electric,CRISLER ARENA,2012,201311,47.44158973,0.236
,FY 12,Electric,BAHNA WRESTLING  CENTER,2012,22072,28.46838784,1.290
,FY 12,Electric,MICHIGAN STADIUM COMPLEX,2012,153630,194.447367,1.266
,FY 12,Electric,SCHEMBECHLER GLENN E HALL,2012,77187,20.5197836,0.266
,FY 12,Electric,SCHEMBECHLER GLENN E HALL,2012,77187,41.04572957,0.532
,FY 12,Electric,HARTWIG MARIE DOROTHY ADMINISTRATION BUILDING,2012,14550,4.420562259,0.304
,FY 12,Electric,WEIDENBACH JOHN P HALL,2012,23223,13.07223411,0.563
,FY 12,Electric,FISHER RAY BASEBALL STADIUM,2012,30167,13.09328441,0.434
,FY 12,Electric,RADRICK FARMS GOLF CLUBHOUSE,2012,10715,9.908217344,0.925
,FY 12,Electric,GLICK AL FIELD HOUSE,2012,105709,42.31522342,0.400
,FY 12,Electric,INTERCOLLEGIATE SOCCER STADIUM,2012,17382,6.41875968,0.369
,FY 12,Electric,RADRICK FARMS CARETAKERS HOUSE,2012,2874,11.32123597,3.939
,FY 12,Electric,INDOOR TRACK BUILDING,2012,69183,13.09906292,0.189
,FY 12,Electric,SHEPHERD WOMENS GYMNASTIC,2012,22837,15.21483776,0.666
,FY 12,Electric,TISCH PRESTON ROBERT TENNIS BLDG,2012,88863,54.44059136,0.613
,FY 12,Electric,ROSS STEPHEN M ACADEMIC CENTER,2012,45356,33.16329746,0.731
,FY 12,Electric,CANHAM DONALD B NATATORIUM,2012,77639,113.3224137,1.460
,FY 07,Electric,FISHER RAY BASEBALL STADIUM,2007,11556,0,0.000
,FY 07,Electric,FISHER RAY BASEBALL STADIUM,2007,11556,9.975026812,0.863
,FY 07,Electric,MICHIGAN STADIUM COMPLEX,2007,153630,15.16759862,0.099
,FY 07,Electric,MICHIGAN STADIUM COMPLEX,2007,153630,18.9221478,0.123
,FY 07,Electric,HARTWIG MARIE DOROTHY ADMINISTRATION BUILDING,2007,14149,10.44341158,0.738
,FY 07,Electric,RADRICK FARMS GOLF CLUBHOUSE,2007,10715,2.12297268,0.198
,FY 07,Electric,RADRICK FARMS GOLF CLUBHOUSE,2007,10715,11.81480448,1.103
,FY 07,Electric,RADRICK FARMS CARETAKERS HOUSE,2007,2874,6.639673976,2.310
,FY 07,Electric,WEIDENBACH JOHN P HALL,2007,23223,19.96798223,0.860
,FY 07,Electric,CRISLER ARENA,2007,385125,129.1979995,0.335
,FY 07,Electric,CRISLER ARENA,2007,385125,0,0.000
,FY 07,Electric,CANHAM DONALD B NATATORIUM,2007,77721,141.4650862,1.820
,FY 07,Electric,ROSS STEPHEN M ACADEMIC CENTER,2007,45356,38.58963838,0.851
,FY 07,Electric,SCHEMBECHLER GLENN E HALL,2007,69698,33.38868495,0.479
,FY 07,Electric,SCHEMBECHLER GLENN E HALL,2007,69698,66.78738751,0.958
,FY 07,Electric,INDOOR TRACK BUILDING,2007,68102,14.84656456,0.218
,FY 07,Electric,OOSTERBAAN BENNIE FIELD HOUSE,2007,76247,24.20361482,0.317
,FY 07,Electric,ATH CREW BOATHOUSE FACILITY,2007,7454,3.565209555,0.478
,FY 07,Electric,KEEN CLIFFORD P ARENA,2007,38816,17.65967452,0.455
,FY 07,Electric,TISCH PRESTON ROBERT TENNIS BLDG,2007,88863,38.39811456,0.432
,FY 07,Electric,SHEPHERD WOMENS GYMNASTIC,2007,22837,9.96874128,0.437
,FY 07,Electric,FISHER RAY BASEBALL STADIUM,2007,11556,9.227628151,0.799
,FY 07,Electric,FISHER RAY BASEBALL STADIUM,2007,11556,9.227628151,0.799
,FY 07,Electric,FISHER RAY BASEBALL STADIUM,2007,11556,-9.227628151,-0.799
,FY 07,Electric,MICHIGAN STADIUM COMPLEX,2007,153630,11.61773511,0.076
,FY 07,Electric,MICHIGAN STADIUM COMPLEX,2007,153630,16.3838109,0.107
,FY 07,Electric,HARTWIG MARIE DOROTHY ADMINISTRATION BUILDING,2007,14149,8.516086696,0.602
,FY 07,Electric,RADRICK FARMS GOLF CLUBHOUSE,2007,10715,1.842217235,0.172
,FY 07,Electric,RADRICK FARMS GOLF CLUBHOUSE,2007,10715,11.19945008,1.045
,FY 07,Electric,RADRICK FARMS CARETAKERS HOUSE,2007,2874,9.939511946,3.458
,FY 07,Electric,WEIDENBACH JOHN P HALL,2007,23223,15.70993888,0.676
,FY 07,Electric,CRISLER ARENA,2007,385125,0,0.000
,FY 07,Electric,CRISLER ARENA,2007,385125,116.6759904,0.303
,FY 07,Electric,CRISLER ARENA,2007,385125,0,0.000
,FY 07,Electric,CANHAM DONALD B NATATORIUM,2007,77721,100.0124739,1.287
,FY 07,Electric,ROSS STEPHEN M ACADEMIC CENTER,2007,45356,27.93724652,0.616
,FY 07,Electric,SCHEMBECHLER GLENN E HALL,2007,69698,25.7697904,0.370
,FY 07,Electric,SCHEMBECHLER GLENN E HALL,2007,69698,51.5473125,0.740
,FY 07,Electric,INDOOR TRACK BUILDING,2007,68102,14.72218488,0.216
,FY 07,Electric,OOSTERBAAN BENNIE FIELD HOUSE,2007,76247,19.04914129,0.250
,FY 07,Electric,ATH CREW BOATHOUSE FACILITY,2007,7454,2.959085471,0.397
,FY 07,Electric,KEEN CLIFFORD P ARENA,2007,38816,13.76020324,0.354
,FY 07,Electric,TISCH PRESTON ROBERT TENNIS BLDG,2007,88863,42.70559536,0.481
,FY 07,Electric,SHEPHERD WOMENS GYMNASTIC,2007,22837,0,0.000
,FY 07,Electric,SHEPHERD WOMENS GYMNASTIC,2007,22837,12.18401712,0.534
,FY 12,Electric,ATH CREW BOATHOUSE FACILITY,2012,7454,0,0.000
,FY 12,Electric,ATH CREW BOATHOUSE FACILITY,2012,7454,0,0.000
,FY 12,Electric,ATH CREW BOATHOUSE FACILITY,2012,7454,1.748071936,0.235
,FY 12,Electric,ATH CREW BOATHOUSE FACILITY,2012,7454,1.7458432,0.234
,FY 12,Electric,KEEN CLIFFORD P ARENA,2012,38816,17.10398501,0.441
,FY 12,Electric,OOSTERBAAN BENNIE FIELD HOUSE,2012,78402,18.0954127,0.231
,FY 12,Electric,CRISLER ARENA,2012,201311,53.60354809,0.266
,FY 12,Electric,CRISLER ARENA,2012,201311,73.14152522,0.363
,FY 12,Electric,BAHNA WRESTLING  CENTER,2012,22072,28.76555264,1.303
,FY 12,Electric,MICHIGAN STADIUM COMPLEX,2012,153630,238.4276276,1.552
,FY 12,Electric,SCHEMBECHLER GLENN E HALL,2012,77187,28.9138865,0.375
,FY 12,Electric,SCHEMBECHLER GLENN E HALL,2012,77187,57.83644902,0.749
,FY 12,Electric,HARTWIG MARIE DOROTHY ADMINISTRATION BUILDING,2012,14550,4.6884376,0.322
,FY 12,Electric,WEIDENBACH JOHN P HALL,2012,23223,15.66719909,0.675
,FY 12,Electric,FISHER RAY BASEBALL STADIUM,2012,30167,13.69177323,0.454
,FY 12,Electric,RADRICK FARMS GOLF CLUBHOUSE,2012,10715,12.77288602,1.192
,FY 12,Electric,GLICK AL FIELD HOUSE,2012,105709,45.05877872,0.426
,FY 12,Electric,INTERCOLLEGIATE SOCCER STADIUM,2012,17382,8.08288256,0.465
,FY 12,Electric,RADRICK FARMS CARETAKERS HOUSE,2012,2874,7.21367552,2.510
,FY 12,Electric,INDOOR TRACK BUILDING,2012,69183,16.59547589,0.240
,FY 12,Electric,SHEPHERD WOMENS GYMNASTIC,2012,22837,11.41112832,0.500
,FY 12,Electric,TISCH PRESTON ROBERT TENNIS BLDG,2012,88863,44.33698816,0.499
,FY 12,Electric,ROSS STEPHEN M ACADEMIC CENTER,2012,45356,39.1386924,0.863
,FY 12,Electric,CANHAM DONALD B NATATORIUM,2012,77639,111.3296523,1.434
,FY 18,Electric,MICHIGAN STADIUM COMPLEX,2018,570377,4.15415586,0.007
,FY 18,Electric,MICHIGAN STADIUM COMPLEX,2018,570377,2.090475552,0.004
,FY 18,Electric,MICHIGAN STADIUM COMPLEX,2018,570377,1.666664123,0.003
,FY 18,Electric,MICHIGAN STADIUM COMPLEX,2018,570377,-2.090475552,-0.004
,FY 18,Electric,MICHIGAN STADIUM COMPLEX,2018,570377,-5.595293353,-0.010
,FY 18,Electric,MICHIGAN STADIUM COMPLEX,2018,570377,80.23121016,0.141
,FY 18,Electric,MICHIGAN STADIUM COMPLEX,2018,570377,-4.15415586,-0.007
,FY 18,Electric,MICHIGAN STADIUM COMPLEX,2018,570377,5.595293353,0.010
,FY 18,Electric,MICHIGAN STADIUM COMPLEX,2018,570377,20.30275572,0.036
,FY 18,Electric,MICHIGAN STADIUM COMPLEX,2018,570377,290.2246374,0.509
,FY 18,Electric,MICHIGAN STADIUM COMPLEX,2018,570377,-1.666664123,-0.003
,FY 18,Electric,INDOOR TRACK BUILDING,2018,69183,20.25229135,0.293
,FY 18,Electric,OOSTERBAAN BENNIE FIELD HOUSE,2018,78278,35.67384694,0.456
,FY 18,Electric,TISCH PRESTON ROBERT TENNIS BLDG,2018,89026,58.33968,0.655
,FY 18,Electric,ALUMNI FIELD,2018,12209,16.05794262,1.315
,FY 18,Electric,KEEN CLIFFORD P ARENA,2018,37261,9.458720825,0.254
,FY 18,Electric,GLICK AL FIELD HOUSE,2018,105709,61.47587973,0.582
,FY 18,Electric,RADRICK FARMS GOLF CLUBHOUSE,2018,10725,4.419611,0.412
,FY 18,Electric,RADRICK FARMS CARETAKERS HOUSE,2018,2874,0.78085,0.272
,FY 18,Electric,RADRICK FARMS CARETAKERS HOUSE,2018,2874,1.19504,0.416
,FY 18,Electric,SCHEMBECHLER GLENN E HALL,2018,85526,33.48103142,0.391
,FY 18,Electric,SCHEMBECHLER GLENN E HALL,2018,85526,-5.352113124,-0.063
,FY 18,Electric,SCHEMBECHLER GLENN E HALL,2018,85526,-11.89009439,-0.139
,FY 18,Electric,SCHEMBECHLER GLENN E HALL,2018,85526,66.97210213,0.783
,FY 18,Electric,SCHEMBECHLER GLENN E HALL,2018,85526,-23.78375255,-0.278
,FY 18,Electric,SCHEMBECHLER GLENN E HALL,2018,85526,-10.7058295,-0.125
,FY 18,Electric,FISHER RAY BASEBALL STADIUM,2018,30167,30.049972,0.996
,FY 18,Electric,CRISLER ARENA,2018,264041,100.5906825,0.381
,FY 18,Electric,CRISLER ARENA,2018,264041,2.39008,0.009
,FY 18,Electric,FIELD HOCKEY COMPLEX,2018,14683,12.05904,0.821
,FY 18,Electric,WEIDENBACH JOHN P HALL,2018,23229,-9.458720825,-0.407
,FY 18,Electric,WEIDENBACH JOHN P HALL,2018,23229,-3.293135381,-0.142
,FY 18,Electric,WEIDENBACH JOHN P HALL,2018,23229,16.8836827,0.727
,FY 18,Electric,INTERCOLLEGIATE SOCCER STADIUM,2018,17382,5.75792,0.331
,FY 18,Electric,CANHAM DONALD B NATATORIUM,2018,77639,62.63120129,0.807
,FY 18,Electric,ROSS STEPHEN M ACADEMIC CENTER,2018,45356,21.27765598,0.469
,FY 18,Electric,ATH CREW BOATHOUSE FACILITY,2018,7454,1.484294,0.199
,FY 18,Electric,SHEPHERD WOMENS GYMNASTIC,2018,22837,7.93072,0.347
,FY 18,Electric,HARTWIG MARIE DOROTHY ADMINISTRATION BUILDING,2018,14649,3.293135381,0.225
,FY 18,Electric,BAHNA WRESTLING  CENTER,2018,22072,31.55992,1.430
,FY 18,Electric,BAHNA WRESTLING  CENTER,2018,22072,-16.56704,-0.751
,FY 08,Electric,CRISLER ARENA,2008,377760,146.8496032,0.389
,FY 08,Electric,CRISLER ARENA,2008,377760,0,0.000
,FY 08,Electric,KEEN CLIFFORD P ARENA,2008,38816,13.15499978,0.339
,FY 08,Electric,INDOOR TRACK BUILDING,2008,68102,25.66555358,0.377
,FY 08,Electric,OOSTERBAAN BENNIE FIELD HOUSE,2008,76247,48.95873706,0.642
,FY 08,Electric,SCHEMBECHLER GLENN E HALL,2008,69698,16.81458023,0.241
,FY 08,Electric,SCHEMBECHLER GLENN E HALL,2008,69698,33.63420534,0.483
,FY 08,Electric,FISHER RAY BASEBALL STADIUM,2008,11556,25.43193526,2.201
,FY 08,Electric,HARTWIG MARIE DOROTHY ADMINISTRATION BUILDING,2008,14149,7.152232892,0.505
,FY 08,Electric,RADRICK FARMS GOLF CLUBHOUSE,2008,10715,-0.0386587,-0.004
,FY 08,Electric,RADRICK FARMS GOLF CLUBHOUSE,2008,10715,3.321555504,0.310
,FY 08,Electric,RADRICK FARMS GOLF CLUBHOUSE,2008,10715,3.83494304,0.358
,FY 08,Electric,RADRICK FARMS CARETAKERS HOUSE,2008,2874,0.753071476,0.262
,FY 08,Electric,RADRICK FARMS CARETAKERS HOUSE,2008,2874,1.67005584,0.581
,FY 08,Electric,MICHIGAN STADIUM COMPLEX,2008,153630,-80.9513178,-0.527
,FY 08,Electric,MICHIGAN STADIUM COMPLEX,2008,153630,0,0.000
,FY 08,Electric,MICHIGAN STADIUM COMPLEX,2008,153630,80.9513178,0.527
,FY 08,Electric,WEIDENBACH JOHN P HALL,2008,23223,10.74165334,0.463
,FY 08,Electric,SHEPHERD WOMENS GYMNASTIC,2008,22837,10.02033504,0.439
,FY 08,Electric,ROSS STEPHEN M ACADEMIC CENTER,2008,45356,33.61176947,0.741
,FY 08,Electric,CANHAM DONALD B NATATORIUM,2008,77721,93.9145652,1.208
,FY 08,Electric,ATH CREW BOATHOUSE FACILITY,2008,7454,2.74863357,0.369
,FY 08,Electric,TISCH PRESTON ROBERT TENNIS BLDG,2008,88863,70.14234528,0.789
,FY 13,Electric,WEIDENBACH JOHN P HALL,2013,23232,9.922967559,0.427
,FY 13,Electric,SCHEMBECHLER GLENN E HALL,2013,77187,18.49783906,0.240
